1,13,1,0.05,20,2,2
0,70,1,0.010869565217391304,92,3,2
0,298,3,0.007692307692307693,390,3,5
1,199,9,0.033210332103321034,271,4,7
0,375,10,0.013736263736263736,728,24,0
0,182,7,0.02857142857142857,245,3,0
0,20,1,0.034482758620689655,29,2,1
2,69,0,0.0,89,2,2
1,41,1,0.017543859649122806,57,7,1
1,60,1,0.013157894736842105,76,2,1
0,79,8,0.07142857142857142,112,1,0
0,36,4,0.07407407407407407,54,3,1
0,31,1,0.022727272727272728,44,1,0
0,173,6,0.026905829596412557,223,6,0
0,54,4,0.04081632653061224,98,6,0
2,0,49,0.7538461538461538,65,4,2
1,41,5,0.07142857142857142,70,11,1
0,73,1,0.009174311926605505,109,7,2
1,17,0,0.0,25,4,1
1,30,1,0.021739130434782608,46,1,3
0,34,8,0.14285714285714285,56,2,1
0,24,9,0.20454545454545456,44,4,0
0,43,1,0.017543859649122806,57,2,1
0,31,1,0.021739130434782608,46,6,2
2,301,12,0.030612244897959183,392,9,2
0,294,15,0.03694581280788178,406,7,1
0,83,4,0.0380952380952381,105,1,1
0,33,1,0.022222222222222223,45,2,1
0,45,0,0.0,57,2,1
0,179,8,0.03361344537815126,238,2,0
0,410,19,0.029874213836477988,636,11,0
0,71,1,0.010416666666666666,96,2,0
0,498,21,0.03111111111111111,675,12,4
1,64,9,0.09090909090909091,99,5,0
1,50,1,0.014705882352941176,68,2,2
0,57,1,0.011627906976744186,86,15,0
0,147,3,0.014778325123152709,203,16,0
5,178,4,0.016877637130801686,237,5,4
1,25,0,0.0,32,2,1
0,29,22,0.3333333333333333,66,2,0
0,10,1,0.058823529411764705,17,2,1
2,151,3,0.014778325123152709,203,7,4
0,28,4,0.09523809523809523,42,2,0
1,336,14,0.028925619834710745,484,11,2
2,329,16,0.035164835164835165,455,8,0
1,6,0,0.0,8,1,0
0,91,1,0.008620689655172414,116,2,5
1,214,8,0.02867383512544803,279,3,2
0,129,8,0.0446927374301676,179,10,1
0,220,18,0.05863192182410423,307,5,0
0,76,4,0.036036036036036036,111,7,0
0,33,1,0.022222222222222223,45,2,1
0,34,4,0.0784313725490196,51,4,0
0,150,5,0.024154589371980676,207,4,0
1,29,0,0.0,40,1,0
1,32,1,0.022727272727272728,44,1,2
0,13,1,0.05263157894736842,19,2,1
1,43,2,0.03333333333333333,60,5,1
0,80,1,0.01,100,1,1
1,54,5,0.06493506493506493,77,4,2
0,28,4,0.0975609756097561,41,2,0
1,32,0,0.0,46,3,2
2,179,2,0.00819672131147541,244,15,4
1,19,0,0.0,24,1,0
0,127,4,0.023121387283236993,173,3,6
2,214,8,0.028070175438596492,285,8,4
1,28,0,0.0,36,1,1
0,127,2,0.012269938650306749,163,5,0
2,845,35,0.03176043557168784,1102,11,5
0,66,1,0.012195121951219513,82,1,1
0,343,22,0.04417670682730924,498,11,5
0,37,1,0.02040816326530612,49,2,2
0,32,2,0.04081632653061224,49,5,0
0,88,1,0.007751937984496124,129,17,1
0,29,3,0.06818181818181818,44,2,0
0,12,2,0.1,20,2,1
0,31,2,0.043478260869565216,46,4,0
2,119,27,0.13636363636363635,198,9,0
0,169,13,0.05327868852459016,244,8,1
0,434,22,0.03741496598639456,588,20,9
0,27,1,0.02564102564102564,39,4,1
0,60,48,0.3,160,7,0
3,174,8,0.03292181069958848,243,6,5
0,174,4,0.017094017094017096,234,9,2
0,64,0,0.0,90,9,2
3,416,16,0.02909090909090909,550,10,1
1,31,1,0.023255813953488372,43,2,0
1,359,9,0.018711018711018712,481,14,3
4,61,4,0.0449438202247191,89,5,3
1,63,1,0.012048192771084338,83,3,2
1,51,3,0.0410958904109589,73,5,1
2,71,3,0.027522935779816515,109,2,0
1,72,9,0.08571428571428572,105,6,0
0,63,2,0.024390243902439025,82,3,1
4,274,7,0.01907356948228883,367,6,7
2,180,8,0.03305785123966942,242,7,5
0,149,2,0.01020408163265306,196,3,5
0,104,2,0.014705882352941176,136,3,4
1,620,27,0.03237410071942446,834,20,3
1,58,1,0.012345679012345678,81,2,0
1,11,0,0.0,15,1,1
0,206,29,0.09634551495016612,301,6,0
0,35,1,0.022222222222222223,45,2,1
1,38,0,0.0,48,2,1
1,62,0,0.0,80,1,0
0,89,3,0.023809523809523808,126,7,0
1,59,6,0.06896551724137931,87,3,4
1,516,14,0.02,700,9,0
1,89,2,0.016666666666666666,120,3,2
1,95,4,0.03125,128,3,0
0,38,2,0.03225806451612903,62,3,0
3,155,6,0.026785714285714284,224,6,1
3,88,2,0.01694915254237288,118,3,0
0,205,22,0.07857142857142857,280,2,0
1,72,3,0.028037383177570093,107,7,2
2,171,5,0.022026431718061675,227,4,3
1,116,2,0.013333333333333334,150,3,0
0,50,1,0.014492753623188406,69,1,2
2,221,0,0.0,282,3,3
3,96,1,0.007874015748031496,127,3,2
1,102,2,0.014925373134328358,134,3,2
0,81,4,0.03333333333333333,120,8,2
1,57,1,0.013333333333333334,75,2,3
1,170,4,0.017543859649122806,228,12,1
0,67,3,0.028037383177570093,107,6,0
0,192,3,0.012,250,4,5
0,83,3,0.02631578947368421,114,2,0
1,26,1,0.027777777777777776,36,2,1
1,55,1,0.013888888888888888,72,1,2
2,717,42,0.04375,960,10,5
3,48,1,0.015151515151515152,66,2,0
0,40,4,0.07017543859649122,57,2,1
2,47,0,0.0,58,1,2
1,182,14,0.056,250,5,3
4,491,9,0.01393188854489164,646,9,2
0,61,9,0.09473684210526316,95,6,0
1,57,0,0.0,70,1,1
0,110,0,0.0,158,22,2
0,212,10,0.03558718861209965,281,3,0
0,115,5,0.03125,160,4,1
0,26,1,0.02857142857142857,35,2,1
0,17,1,0.04,25,2,1
0,113,4,0.02631578947368421,152,3,0
2,64,0,0.0,84,1,0
2,24,3,0.07692307692307693,39,3,0
1,38,2,0.03571428571428571,56,3,0
0,11,15,0.42857142857142855,35,1,0
0,99,9,0.06293706293706294,143,4,2
0,56,0,0.0,72,1,1
4,121,3,0.018867924528301886,159,4,0
1,279,5,0.014285714285714285,350,3,0
0,25,6,0.14285714285714285,42,2,0
3,171,7,0.029535864978902954,237,3,0
1,79,1,0.009345794392523364,107,7,1
0,70,1,0.010638297872340425,94,4,0
1,165,8,0.03278688524590164,244,3,0
0,41,0,0.0,53,1,0
0,66,4,0.043478260869565216,92,2,0
0,22,3,0.08333333333333333,36,1,0
0,95,15,0.1048951048951049,143,3,0
0,37,12,0.16,75,8,1
0,58,9,0.10714285714285714,84,2,0
2,0,71,0.7634408602150538,93,3,1
0,52,2,0.027777777777777776,72,3,2
0,108,10,0.06369426751592357,157,11,3
0,11,1,0.05555555555555555,18,2,1
1,46,2,0.03125,64,1,0
1,68,9,0.08737864077669903,103,4,4
0,17,3,0.08823529411764706,34,4,0
1,27,2,0.05405405405405406,37,1,1
0,69,2,0.021739130434782608,92,3,1
0,114,3,0.020134228187919462,149,2,1
1,372,17,0.03339882121807466,509,9,1
3,391,6,0.011450381679389313,524,8,0
1,191,48,0.13994169096209913,343,5,0
0,169,4,0.01834862385321101,218,4,0
0,19,1,0.03571428571428571,28,2,1
0,62,0,0.0,83,3,2
3,653,25,0.028901734104046242,865,17,3
1,90,2,0.017543859649122806,114,3,0
4,293,8,0.0199501246882793,401,6,1
0,44,1,0.018518518518518517,54,2,0
2,311,40,0.08602150537634409,465,10,0
0,440,15,0.025597269624573378,586,13,0
0,42,1,0.017543859649122806,57,2,2
0,81,5,0.04672897196261682,107,2,0
0,58,3,0.03614457831325301,83,2,0
0,28,1,0.02631578947368421,38,2,1
0,92,3,0.022900763358778626,131,5,0
8,671,21,0.023307436182019976,901,18,7
0,29,1,0.02564102564102564,39,2,1
1,190,15,0.05952380952380952,252,5,1
0,36,3,0.058823529411764705,51,2,0
1,114,10,0.055865921787709494,179,14,0
0,31,1,0.023255813953488372,43,1,2
3,159,3,0.014563106796116505,206,2,3
0,197,72,0.20689655172413793,348,8,1
0,40,0,0.0,54,3,0
2,132,3,0.01694915254237288,177,4,1
0,243,10,0.030120481927710843,332,5,0
2,56,1,0.013157894736842105,76,5,1
1,46,1,0.015151515151515152,66,2,0
1,144,0,0.0,193,12,2
0,27,3,0.06666666666666667,45,1,0
5,343,5,0.011210762331838564,446,8,8
0,38,1,0.018518518518518517,54,5,1
0,46,8,0.11594202898550725,69,1,0
0,241,0,0.0,308,1,0
3,277,14,0.03553299492385787,394,20,4
0,105,1,0.007407407407407408,135,3,1
1,148,3,0.015306122448979591,196,7,1
1,136,3,0.01675977653631285,179,5,2
1,28,1,0.02631578947368421,38,2,2
0,126,9,0.04838709677419355,186,9,1
2,66,1,0.011363636363636364,88,2,1
1,10,2,0.1111111111111111,18,2,1
1,44,4,0.06451612903225806,62,2,1
2,25,0,0.0,32,1,0
1,44,8,0.0963855421686747,83,8,1
0,22,7,0.18421052631578946,38,1,0
0,127,0,0.0,159,1,2
3,286,19,0.04846938775510204,392,7,0
0,1,98,0.7205882352941176,136,3,0
1,85,3,0.025,120,4,0
0,218,6,0.019867549668874173,302,10,1
1,116,5,0.03205128205128205,156,2,5
0,23,1,0.030303030303030304,33,2,1
0,47,2,0.03278688524590164,61,2,0
0,60,1,0.012345679012345678,81,2,0
0,34,2,0.041666666666666664,48,2,0
7,146,5,0.025510204081632654,196,3,0
0,27,1,0.025,40,3,1
1,156,9,0.03982300884955752,226,3,0
1,58,9,0.09090909090909091,99,12,2
1,21,1,0.03225806451612903,31,5,1
1,74,8,0.07407407407407407,108,3,0
0,12,1,0.05263157894736842,19,2,1
0,91,0,0.0,118,2,0
0,62,1,0.012195121951219513,82,2,3
0,142,10,0.04926108374384237,203,6,3
1,655,48,0.053156146179401995,903,12,0
1,80,4,0.034482758620689655,116,5,4
0,79,2,0.01904761904761905,105,2,0
3,36,0,0.0,46,1,0
0,70,1,0.01098901098901099,91,2,3
2,248,30,0.0821917808219178,365,10,3
0,106,3,0.02142857142857143,140,3,0
0,89,3,0.025210084033613446,119,2,0
2,98,2,0.015267175572519083,131,3,3
0,187,12,0.04819277108433735,249,4,1
0,47,3,0.04477611940298507,67,4,0
2,85,0,0.0,107,1,2
1,81,4,0.03636363636363636,110,3,2
0,127,5,0.02824858757062147,177,14,1
0,25,4,0.1,40,4,0
0,34,1,0.022727272727272728,44,2,1
0,30,1,0.025,40,4,0
0,71,5,0.05154639175257732,97,3,1
1,73,2,0.020618556701030927,97,2,0
2,982,30,0.02172338884866039,1381,12,8
0,169,10,0.042735042735042736,234,5,0
0,89,3,0.024390243902439025,123,3,2
0,63,1,0.012195121951219513,82,2,4
0,27,0,0.0,36,1,0
0,40,9,0.14754098360655737,61,1,0
0,39,3,0.05660377358490566,53,2,0
0,34,1,0.023255813953488372,43,2,1
1,128,7,0.03954802259887006,177,6,0
0,62,2,0.023529411764705882,85,4,0
1,73,4,0.03773584905660377,106,4,0
1,207,5,0.018315018315018316,273,3,2
0,26,1,0.02857142857142857,35,1,0
2,541,22,0.027707808564231738,794,13,8
2,17,1,0.038461538461538464,26,2,1
0,80,6,0.05454545454545454,110,4,0
0,30,2,0.046511627906976744,43,3,0
1,175,1,0.0045045045045045045,222,3,2
1,41,0,0.0,58,10,2
0,765,70,0.06381039197812215,1097,16,15
0,61,3,0.03409090909090909,88,1,1
0,101,1,0.007692307692307693,130,1,0
2,54,1,0.014285714285714285,70,2,0
0,27,1,0.02702702702702703,37,2,1
1,88,5,0.040983606557377046,122,4,1
2,112,7,0.044585987261146494,157,3,2
1,30,0,0.0,40,1,1
0,50,2,0.029411764705882353,68,1,0
0,91,2,0.014925373134328358,134,15,1
0,26,1,0.029411764705882353,34,2,0
1,17,1,0.041666666666666664,24,2,1
0,44,1,0.01694915254237288,59,2,0
0,43,1,0.017241379310344827,58,1,1
0,161,3,0.014354066985645933,209,3,0
1,44,1,0.017241379310344827,58,2,1
1,106,1,0.007246376811594203,138,2,3
1,29,1,0.024390243902439025,41,2,1
0,50,6,0.06666666666666667,90,14,1
1,55,3,0.03488372093023256,86,4,1
1,71,2,0.021505376344086023,93,3,1
0,266,6,0.01643835616438356,365,14,2
0,455,1,0.0017152658662092624,583,8,6
1,29,1,0.024390243902439025,41,2,2
0,45,17,0.2236842105263158,76,1,0
0,68,1,0.011627906976744186,86,2,2
0,56,1,0.013513513513513514,74,1,1
1,0,16,0.6666666666666666,24,3,1
0,61,4,0.047619047619047616,84,2,1
2,255,2,0.005714285714285714,350,22,7
0,246,20,0.05934718100890208,337,6,0
2,104,4,0.028985507246376812,138,3,0
0,59,3,0.0375,80,3,0
2,174,40,0.14388489208633093,278,7,3
